"relative_path","category","size_bytes","last_write_utc","sha256","hash_status","classification"
"checkpoints/epoch_026.pt","checkpoints","261424810","2026-07-21T19:25:40.3030294Z","956c43921af692cd96f0101ffc186af6a200c37e8ccbcfb53b4fd42222d3ef40","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_027.pt","checkpoints","261424810","2026-07-21T19:39:05.9473816Z","d0cc48e75bc2d36dd16d636aa8f235d8539ae28b6e2b57e43df0a2d885a8de8e","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_028.pt","checkpoints","261424810","2026-07-21T19:52:29.2037573Z","037419baabb294eb6df61a6f40f5c0738b54ed8ec6f1911c6459e6b9d3b48a39","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_029.pt","checkpoints","261424810","2026-07-21T20:05:52.8093814Z","0281caa62e271868501d46b18693eb2192ecde31dce45db4c7aa8fda547a42f9","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_030.pt","checkpoints","261424810","2026-07-21T20:19:17.0506192Z","30e849182962c05f6ecd2d444fcf594f4a07415bde2a4d15297bcf95bebfce77","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_031.pt","checkpoints","261424810","2026-07-21T20:32:42.1747890Z","1930a753e9db2d2105cc8d0010a5f4b237a33e79fe32bc4e881a8e4b62cfc7cb","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_032.pt","checkpoints","261424810","2026-07-21T20:46:06.6386576Z","6266fc5b961747c7affb38c9340e6736b9552fb3b39370eef76b99e26dacb322","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_033.pt","checkpoints","261424810","2026-07-21T20:59:28.8049105Z","5631ded734d859447e0d58c9ceeff75917b932f6300f0a024c55093c207fa0b9","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_034.pt","checkpoints","261424810","2026-07-21T21:12:52.8278891Z","749f935a385b7a60f8d5eee9518d79de0e1bf49f1a02ac037f59d1311df5fede","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_035.pt","checkpoints","261424810","2026-07-21T21:26:16.0750832Z","d06f4400567ca12492fd7378dabfeeeb5d1cb595202b594106f433e31e308321","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_036.pt","checkpoints","261424810","2026-07-21T21:39:40.4015651Z","7b5a0a648801c349120f95aca4f7684db43851e920b829c0253f88c03e72a34c","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_037.pt","checkpoints","261424810","2026-07-21T21:53:08.7665297Z","31a462397bea13757a560b241fdea26b2d5eb4bc45cf58a2d3dd926c3f5b4ac9","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_038.pt","checkpoints","261424810","2026-07-21T22:06:30.5089978Z","164f819e205d3ef52460ded10df4f8f018a0607a77ed6e14f29023054986b5ae","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_039.pt","checkpoints","261424810","2026-07-21T22:19:53.0649996Z","bb6b9ae1de2380db11d53dc0768ce222dc98affe3e5f695d9c9ac16ab1d4ec7f","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_040.pt","checkpoints","261424810","2026-07-21T22:33:12.7827130Z","7ef660cae7cfc3f1fe785b1392941f521d74589f315312a7d40e91dd3712fc05","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_041.pt","checkpoints","261424810","2026-07-21T22:46:37.4206642Z","9a9feab779fa0b84be78ad4c606496765afffccd72a730607d7062e3089183a0","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_042.pt","checkpoints","261424810","2026-07-21T22:59:57.0006485Z","ef217887a30006e5855a782dde0967f03dca86f464ab0724eef578a5e8633d04","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_043.pt","checkpoints","261424810","2026-07-21T23:13:22.4528804Z","397b2aea27f99d9459df851a2a19829202cfcf0b79d64c2575007064a2c0d249","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_044.pt","checkpoints","261424810","2026-07-21T23:26:46.8947352Z","e5064264eadf90d0ff8367ced7de2b6ca2ddc6ac18e9ab935565e535ac1a9d80","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_045.pt","checkpoints","261424810","2026-07-21T23:40:14.8011040Z","2cfdb5c4664dfcb7273c8bd40c2c516268667f301ee609b9bac725e127457c78","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_046.pt","checkpoints","261424810","2026-07-21T23:53:41.7093678Z","0f837214b6661551726a8bd9289d5a14e991180dba0afc9afd34baf2ee4c862b","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_047.pt","checkpoints","261424810","2026-07-22T00:07:09.2876463Z","2c026234ce83019bea6877e206b98835eb3c0640d01733af9612071662cb268e","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_048.pt","checkpoints","261424810","2026-07-22T00:20:34.5704229Z","82a1d7dbbe7a13796d4bed8d15053c165690934f9a70793e8ad6c3337d0b1eb0","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_049.pt","checkpoints","261424810","2026-07-22T00:34:01.9857188Z","5069ad125dc528162041ab8fc102454f9d638cf12e82182e473205015d876915","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_050.pt","checkpoints","261424810","2026-07-22T00:47:29.4553957Z","251690529885075823a4c1472ba2bfdabd9e39a199afa909f9355286501a14f2","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_051.pt","checkpoints","261424810","2026-07-22T01:00:55.8811983Z","87e9a4026314f1875e90e45a3531de085ef802d6a0dc00ca94fbf79c3b36b870","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_052.pt","checkpoints","261424810","2026-07-22T01:14:18.9628473Z","8174de67998821d7ac11ab28020b9c6d092e8c5665fceb4c903575b0dcbe297c","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_053.pt","checkpoints","261424810","2026-07-22T01:27:42.5093091Z","a9333f2e0464eafe869ded86f980d295803d46f1e64c331c380052e6783bd15b","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_054.pt","checkpoints","261424810","2026-07-22T01:41:09.0036106Z","50565a8346aca104c978d3d855e0c2c2ea797d6d1fde2bbb7e3b5dd997ad1333","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_055.pt","checkpoints","261424810","2026-07-22T01:54:43.5752126Z","fccf9e7469c230b9f26babb760256f283aef0e8cc1b9be8f0de5b848a29fbfcb","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_056.pt","checkpoints","261424810","2026-07-22T02:08:17.0505612Z","93ce9774dcfb95e757465fa9e498b81ba9d8ba1a7f934d3e112fb65552803318","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_057.pt","checkpoints","261424810","2026-07-22T02:21:49.2311306Z","d5bfeeb79ae4683df1f7aae04a8e03e1f600e1ec741d9b9cf9e5a1bda26ae55b","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_058.pt","checkpoints","261424810","2026-07-22T02:35:19.6547150Z","8402de69896904a17346cb2338fe0990136e15a4efac15cb0c3bf7590f1b21b4","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_059.pt","checkpoints","261424810","2026-07-22T02:48:51.4673471Z","af242582acd5cf4a772d3b6ec5227ebcf87a3be4dee240539c369ec90a8a008c","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_060.pt","checkpoints","261424810","2026-07-22T03:02:24.7481456Z","a6546bb6eb5f5fdf9c1f9e490efe25c2638af7c4749a95d70a6bbe37312f253c","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_061.pt","checkpoints","261424810","2026-07-22T03:15:56.7215646Z","1b0899457c4ae805ebb9a9f0b49c8124a6b31fcbdae9ed4b56aa4931eb3fd4f2","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_062.pt","checkpoints","261424810","2026-07-22T03:29:31.2778408Z","9452d6125951923f4ebe073dc2bc6cdbd808e9c94b146218192292dbed393a28","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_063.pt","checkpoints","261424810","2026-07-22T03:43:02.1982438Z","891437e5b2e7b9fd9bc948d3ffcc6eab3e710c8fc1d53ca7e52cb2b7cf879fb9","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_064.pt","checkpoints","261424810","2026-07-22T03:56:36.3175871Z","f3405d42692c628014c4a9b0f756d25016b83f7dffe0b7d629809214aff598b9","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_065.pt","checkpoints","261424810","2026-07-22T04:10:07.8067427Z","e18eeca34eb18425b4302e93985098989a09c8a381e824fb196c90471d33174f","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_066.pt","checkpoints","261424810","2026-07-22T04:23:43.8260585Z","1d4b7393557b12c36ea8b4f52aacb053ce3d87878c334aaf4ab010bcf7f25c74","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_067.pt","checkpoints","261424810","2026-07-22T04:37:14.1709389Z","148e762ba570fc0f7f79c6e3c71ac33b83224246b58534cd3a26423f95bc0adb","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_068.pt","checkpoints","261424810","2026-07-22T04:50:42.8880528Z","f1c27a0d3b4aae8f521a8ff2c2635bed9afced62db6347c9a27b70cc693c5afd","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_069.pt","checkpoints","261424810","2026-07-22T05:04:11.6290350Z","1dad6d601b64b317307794e2e3337a2e297b255fa05ef5a7e0a41e33dbe5ba4c","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_070.pt","checkpoints","261424810","2026-07-22T05:17:54.3508957Z","1a56e27d17ebb66417e714fcc7c21f3500af49446f8d1b26c8314a4cbc00a36b","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_071.pt","checkpoints","261424810","2026-07-22T05:31:28.4531555Z","9e2c089eab9aca5979ce516ec65b7f04890db8a9bd97cbf4be131e03e9d59a55","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_072.pt","checkpoints","261424810","2026-07-22T05:44:59.3662215Z","ec759c41a0f9aeac8123990aa79f3faf746449274b932ce57a2d8149ffcd2a1f","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_073.pt","checkpoints","261424810","2026-07-22T05:58:33.5256101Z","7c65692cebdec5f498394f170d681c5de6a94771c42763143ce3408108ee33df","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_074.pt","checkpoints","261424810","2026-07-22T06:12:04.3765065Z","3acef8b02cde6bf5435a279449c9331073e16b2517a0d126675148f106b312d7","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_075.pt","checkpoints","261424810","2026-07-22T06:25:37.5242758Z","108a6051d92719d67e9281be73f40635ae68768a733739ea788f518fe3457c2a","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_076.pt","checkpoints","261424810","2026-07-22T06:39:06.7165835Z","4bdf22dc9571912316550648659b4a0bd7fa710e3242866a43aac4196dd6ecce","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_077.pt","checkpoints","261424810","2026-07-22T06:52:41.4622641Z","35a805d8b4bb5f64d4c0bf6fec615a0b451a4d1566db763acb7f1d6e3eaa2e56","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_078.pt","checkpoints","261424810","2026-07-22T07:06:16.1685942Z","95cdd117e8c78de14a4e9ff4eb9a5afb8df8e88635e319c7824f8e72d8ac864b","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_079.pt","checkpoints","261424810","2026-07-22T07:19:50.9005752Z","8326c804e594bea2e57ae14a0a57e3b6a5ae3142484ae137e847cd84c4187a46","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_080.pt","checkpoints","261424810","2026-07-22T07:37:47.6301403Z","64b551c74cc8860813fcd15af8eeb682e50fd4e7ace5a93a26f15579230766eb","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_081.pt","checkpoints","261424810","2026-07-22T08:05:49.1972233Z","26ca7d83a69ef2b1f176dd2a344162244c6e870ebb4d36848f787fda3025e55c","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_082.pt","checkpoints","261424810","2026-07-22T08:33:38.3573988Z","f6b13f49b632bc847e4cb415343e3a69c2c8a15a1cf5e44d1d392a980d442a7d","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_083.pt","checkpoints","261424810","2026-07-22T09:01:44.9199572Z","cd9bddf7e48c6f8d51fa51925082cd46b805c3f778f3dc083f291344204331c0","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_084.pt","checkpoints","261424810","2026-07-22T09:29:26.9086141Z","998f1852b7bcf7386b4b481e03553d79f2d7e73f6116232b207491dae3b02890","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_085.pt","checkpoints","261424810","2026-07-22T09:57:20.5234520Z","dda45e80385ee816ae80e73fa6f9b81008d8cfafc9dd0e6934d946850dcb008a","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_086.pt","checkpoints","261424810","2026-07-22T10:25:12.9507794Z","da602557b4d0031ca4576daf0cfb346c3ca2b23a53b8d0e9abbcc76f8e96fb33","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_087.pt","checkpoints","261424810","2026-07-22T10:53:05.5572790Z","1ff8617efeb0911acbca64784088f71ea3a8d9ecec45f1b713e78e09ba53a988","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_088.pt","checkpoints","261424810","2026-07-22T11:21:06.2675940Z","1e43336bae80523b2b88795d0d91958901bae7d0abdf7eded13ce0d3c8dd8e4e","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_089.pt","checkpoints","261424810","2026-07-22T11:49:20.8702344Z","5a0d764f57959031c10204e5221a97c904e1cce23402686489cc5d82571d7042","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_090.pt","checkpoints","261424810","2026-07-22T12:15:09.4507542Z","a4b8a64b5b4c8f62f7865dd5764c400af83b36786b10c8487580340c02f1ea08","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_091.pt","checkpoints","261424810","2026-07-22T12:36:28.2720114Z","a6ee17578d4f48c48c46d630502b42dbd59a21460d550e8e096e51d09a9d5ba3","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_092.pt","checkpoints","261424810","2026-07-22T12:59:50.8837238Z","7c9f8c4499e32a5feaa74086a681e35fa75b2eab55431076dd96e4249d01f2cd","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_093.pt","checkpoints","261424810","2026-07-22T13:27:52.7280869Z","c466d7792c31f6269ff2efecc6406dc56432f6d16593b5b40eefcf2244ec4f4a","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_094.pt","checkpoints","261424810","2026-07-22T13:55:42.7352397Z","2c76897363661f08a66c0c90278f96a5033b19958637a12b321215a92b403cb3","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_095.pt","checkpoints","261424810","2026-07-22T14:24:02.7646060Z","cc5933e48a6aea7335ad52b5c8ccd82ba3be81c4351c781a7108be21198a2d95","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_096.pt","checkpoints","261424810","2026-07-22T14:52:03.7055756Z","c51b951f9cb464bcd32c2ceb76ae1591495c933fbcdfdd19e5bc8b0c40bdbbcc","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_097.pt","checkpoints","261424810","2026-07-22T15:20:15.0036524Z","2f5b085d9a2dfaee26afe993f397962565789f36d4750374b0a4fd1e069507fe","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_098.pt","checkpoints","261424810","2026-07-22T15:48:41.0721362Z","2232ad45059c11726cdf508a12e4d8e998c9fc47dd8ffd68b15a935c043be6c0","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_099.pt","checkpoints","261424810","2026-07-22T16:16:37.1291185Z","61ef9e2d6dbb88c18425ff0f5c27f7ff76b1e83b327b0b6d590d3a00191b55e0","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_100.pt","checkpoints","261424810","2026-07-22T16:44:34.7569005Z","c75196d61f21347479c1e72c78e4d6856bfc92857210911c812a4f6ecfc3020b","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/eval_report.json","checkpoints","546","2026-07-20T09:46:10.4570928Z","6d75ccc813aacacacecf4407746604d55bf06ae10b9e3fdc0aea6b9e70902790","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"cleanup.py","root","3015","2026-07-20T09:46:10.4598688Z","93729ec0e622f600366c1d17620c7d5e49f2af59036735e6d8da77672faea383","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"config.py","root","5973","2026-07-23T04:25:44.1893687Z","b539b96a694f4ee4a06e3b1de628bc101548dcfbf72eb2ebafbbc3c0e5100651","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"configs/audit_config.yaml","configs","1279","2026-07-21T06:28:55.7639182Z","212d916a0face5a07e9dd0901c73789f78cc99904de20b30c66b78bd674a2c16","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"data/__init__.py","data","20","2026-07-20T09:46:10.4769753Z","9990a655da99fbf2121197f9bef0e88194d54a8b6a1586de1e66b505ac058af4","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"data/dataset.py","data","11305","2026-07-24T05:04:30.2820482Z","855fa6e4c6f5fb3862cb35790bc61fef4870449b591d3cb3e4cadd32e29b8bac","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"deploy.py","root","9608","2026-07-20T09:46:10.4778037Z","aaee80e1d2507e7336fcad183b8a035f56237e6708a60ef89e96d13232959106","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"docker-compose.yml","root","1625","2026-07-20T09:46:10.4778037Z","0f62b8e140a865519e0e6108960fe24e8c4566f98ad7df37679decf52ef13c55","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"Dockerfile","root","3088","2026-07-20T09:46:10.3986388Z","9931436002ac0305eb932877d60797372145ec711d5d78d5ab1e74bda0c5040e","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"docs/ACTIVE_SPLIT_CONSUMERS.md","docs","2950","2026-07-20T11:39:27.2295411Z","2ea251c6fce45d09b0255e9150f6467defda925c09cc8aa2948cfce6f302f928","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"docs/AI_CONTEXT_INDEX.md","docs","5854","2026-07-24T06:11:49.7423193Z","2111a95d1197f9c1236bcc5688c244bf6efa4e81b007bbf2e630d0ea69008362","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"docs/ARCHITECTURE.md","docs","2768","2026-07-20T10:48:06.3119766Z","e42263ca2336e0412db4c2283605ae1905e10334f9ee0914118105416445a4da","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"docs/BASELINE_DIAGNOSTIC_REPORT.md","docs","4872","2026-07-23T04:23:27.1914553Z","cda185ef5595ab1bc0e413de05beb2605cdcd590f2b4e1a16537dc3e1120a19e","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"docs/CALIBRATION_PROTOCOL.md","docs","549","2026-07-21T06:28:55.7721098Z","98665b8ed30c27b8e4c9261459d3f3c2afeca533b1e73d5fa2fd90c90e6a2605","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"docs/CALIBRATION_SPLIT_POLICY.md","docs","617","2026-07-20T11:39:34.9625093Z","748195d8046af4dd6a40a07a650375dea2c2eda7482fbca8280f040ff4be5c8b","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"docs/CHAAD_IMPROVEMENT_PLAN.md","docs","9070","2026-07-23T04:23:49.3336231Z","aef9815d9ae67e01d384ec6dc38c882072f52447b8d2b1605e0387be5ea45a2d","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"docs/CHANGELOG.md","docs","3283","2026-07-24T06:11:52.0203970Z","610932ee14193410463ea4c132f10a24ae29db9496e4d2b8c535e10babef3973","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"docs/cli/CLI_REFERENCE.md","docs","210","2026-07-24T09:38:01.3931379Z","d496f87ab631185de07714c907243eb5d7b6d7d4bd0505f4302c2c8f6eb2d71c","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"docs/cli/COMMAND_MATRIX.csv","docs","3013","2026-07-24T09:49:41.6572613Z","54533912c6856c9c82b519bea1c31225d584fc4d8c113f20871e4ee9cb60c235","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"docs/cli/CONFIGURATION.md","docs","165","2026-07-24T09:38:04.4379527Z","78cd07f40150900c49e62579465a3287339dfba8ad460a7690da9b323d3dbce7","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"docs/cli/EXIT_CODES.md","docs","198","2026-07-24T09:38:02.9268355Z","48a423a7470337ee51b1726d12931410da95bcb72dc14682f8d87b3048d5a8e6","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"docs/cli/JSON_OUTPUT_SCHEMA.md","docs","174","2026-07-24T09:38:03.6713292Z","95f45e522bef187c8f6d00ab301dd83dc8358667620b48e45eec72f2f026647f","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"docs/cli/QUICKSTART.md","docs","170","2026-07-24T09:38:02.1673833Z","f40c4d29a92a020808652843c949bb60cd083176ec10df60288cdc6e244d6f4a","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"docs/cli/SECURITY.md","docs","382","2026-07-24T09:49:44.8128340Z","9bbd7d3a4eef4f4ac4d8ee1f4421a01c082ae3ce8f32872b85909f399552e087","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"docs/cli/TROUBLESHOOTING.md","docs","174","2026-07-24T09:38:05.9512568Z","234c18e1cdf64c89f640740f656296752fa09cd49406cf62e109609e9e15130a","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"docs/core/CROSS_REGISTRY_REFERENCES.md","docs","168","2026-07-24T09:37:56.0479198Z","ea11cec6cf4c55e4d9f75591af9a23dccc1ea7f8a843487496f21ad151102027","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"docs/core/DRY_RUN_BEHAVIOUR.md","docs","245","2026-07-24T09:36:40.0842944Z","ea073e30385f3111b82dd12ea7ea3d0ed41e5970653dfb49583c92ce92bc5ebf","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"docs/core/ERROR_REFERENCE.md","docs","342","2026-07-24T09:36:39.2637263Z","cbf6e3fdf36054793a3dcf605f644ee0e94c4015d5dbb2c39cc88f6fad1d6f56","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"docs/core/EVIDENCE_ENGINE_IMPLEMENTATION.md","docs","178","2026-07-24T09:37:43.9309635Z","bd884895cfa6328a5e3d694a9167fa0d3e059d3eedeb6ec7225e4c2aa5014f7d","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
